Breach Submission Date,Attack Type
2019-07-19,Ransomware
2019-07-19,Phishing
2019-07-18,Ransomware
2019-07-17,Phishing
2019-07-16,Phishing
2019-07-16,Phishing
2019-07-16,Unauthorized Access/Disclosure
2019-07-16,Theft
2019-07-16,Hacking/IT Incident
2019-07-15,Phishing
2019-07-15,Hacking/IT Incident
2019-07-15,Unauthorized Access/Disclosure
2019-07-15,Hacking/IT Incident
2019-07-15,Ransomware
2019-07-15,Hacking/IT Incident
2019-07-15,Hacking/IT Incident
2019-07-13,Hacking/IT Incident
2019-07-13,Phishing
2019-07-12,Phishing
2019-07-12,Ransomware
2019-07-12,Ransomware
2019-07-12,Hacking/IT Incident
2019-07-12,Phishing
2019-07-12,Phishing
2019-07-12,Hacking/IT Incident
2019-07-11,Hacking/IT Incident
2019-07-10,Phishing
2019-07-10,Unauthorized Access/Disclosure
2019-07-09,Phishing
2019-07-08,Phishing
2019-07-08,Hacking/IT Incident
2019-07-08,Unauthorized Access/Disclosure
2019-07-05,Hacking/IT Incident
2019-07-03,Phishing
2019-07-02,Phishing
2019-07-02,Phishing
2019-07-02,Unauthorized Access/Disclosure
2019-07-01,Theft
2019-07-01,Hacking/IT Incident
2019-06-28,Phishing
2019-06-28,Phishing
2019-06-28,Theft
2019-06-27,Unauthorized Access/Disclosure
2019-06-25,Unauthorized Access/Disclosure
2019-06-25,Phishing
2019-06-25,Unauthorized Access/Disclosure
2019-06-24,Unauthorized Access/Disclosure
2019-06-21,Hacking/IT Incident
2019-06-21,Improper Disposal
2019-06-20,Theft
2019-06-20,Phishing
2019-06-19,Hacking/IT Incident
2019-06-19,Unauthorized Access/Disclosure
2019-06-18,Unauthorized Access/Disclosure
2019-06-17,Theft
2019-06-17,Phishing
2019-06-14,Hacking/IT Incident
2019-06-11,Ransomware
2019-06-11,Unauthorized Access/Disclosure
2019-06-07,Unauthorized Access/Disclosure
2019-06-07,Ransomware
2019-06-07,Unauthorized Access/Disclosure
2019-06-07,Ransomware
2019-06-07,Loss
2019-06-07,Unauthorized Access/Disclosure
2019-06-07,Unauthorized Access/Disclosure
2019-06-05,Ransomware
2019-06-04,Ransomware
2019-06-03,Unauthorized Access/Disclosure
2019-05-31,Phishing
2019-05-31,Loss
2019-05-31,Phishing
2019-05-31,Phishing
2019-05-31,Phishing
2019-05-31,Hacking/IT Incident
2019-05-29,Unauthorized Access/Disclosure
2019-05-27,Theft
2019-05-25,Hacking/IT Incident
2019-05-24,Phishing
2019-05-24,Phishing
2019-05-24,Unauthorized Access/Disclosure
2019-05-24,Ransomware
2019-05-24,Ransomware
2019-05-24,Unauthorized Access/Disclosure
2019-05-24,Malware
2019-05-22,Phishing
2019-05-21,Phishing
2019-05-21,Phishing
2019-05-21,Unauthorized Access/Disclosure
2019-05-21,Unauthorized Access/Disclosure
2019-05-17,Malware
2019-05-16,Hacking/IT Incident
2019-05-16,Hacking/IT Incident
2019-05-15,Hacking/IT Incident
2019-05-15,Ransomware
2019-05-14,Unauthorized Access/Disclosure
2019-05-13,Unauthorized Access/Disclosure
2019-05-13,Unauthorized Access/Disclosure
2019-05-13,Unauthorized Access/Disclosure
2019-05-13,Unauthorized Access/Disclosure
2019-05-10,Phishing
2019-05-10,Unauthorized Access/Disclosure
2019-05-10,Phishing
2019-05-09,Theft
2019-05-08,Phishing
2019-05-08,Loss
2019-05-08,Unauthorized Access/Disclosure
2019-05-08,Unauthorized Access/Disclosure
2019-05-07,Unauthorized Access/Disclosure
2019-05-06,Unauthorized Access/Disclosure
2019-05-06,Unauthorized Access/Disclosure
2019-05-06,Phishing
2019-05-06,Hacking/IT Incident
2019-05-06,Phishing
2019-05-06,Malware
2019-05-03,Phishing
2019-05-03,Unauthorized Access/Disclosure
2019-05-02,Phishing
2019-05-02,Theft
2019-05-01,Ransomware
2019-04-30,Unauthorized Access/Disclosure
2019-04-29,Unauthorized Access/Disclosure
2019-04-26,Phishing
2019-04-26,Phishing
2019-04-24,Unauthorized Access/Disclosure
2019-04-23,Phishing
2019-04-22,Hacking/IT Incident
2019-04-22,Ransomware
2019-04-22,Unauthorized Access/Disclosure
2019-04-20,Phishing
2019-04-19,Hacking/IT Incident
2019-04-19,Phishing
2019-04-19,Unauthorized Access/Disclosure
2019-04-19,Phishing
2019-04-19,Theft
2019-04-18,Ransomware
2019-04-18,Ransomware
2019-04-18,Ransomware
2019-04-18,Ransomware
2019-04-18,Unauthorized Access/Disclosure
2019-04-18,Phishing
2019-04-18,Phishing
2019-04-17,Hacking/IT Incident
2019-04-16,Ransomware
2019-04-16,Unauthorized Access/Disclosure
2019-04-16,Theft
2019-04-16,Phishing
2019-04-16,Improper Disposal
2019-04-15,Phishing
2019-04-13,Ransomware
2019-04-12,Loss
2019-04-12,Phishing
2019-04-12,Phishing
2019-04-12,Phishing
2019-04-11,Ransomware
2019-04-11,Unauthorized Access/Disclosure
2019-04-09,Phishing
2019-04-08,Phishing
2019-04-08,Phishing
2019-04-05,Phishing
2019-04-05,Phishing
2019-04-05,Unauthorized Access/Disclosure
2019-04-05,Unauthorized Access/Disclosure
2019-04-05,Hacking/IT Incident
2019-04-05,Hacking/IT Incident
2019-04-03,Hacking/IT Incident
2019-04-02,Phishing
2019-04-01,Phishing
2019-04-01,Unauthorized Access/Disclosure
2019-04-01,Unauthorized Access/Disclosure
2019-03-29,Hacking/IT Incident
2019-03-29,Phishing
2019-03-29,Phishing
2019-03-29,Unauthorized Access/Disclosure
2019-03-29,Phishing
2019-03-29,Ransomware
2019-03-27,Phishing
2019-03-27,Ransomware
2019-03-26,Unauthorized Access/Disclosure
2019-03-26,Theft
2019-03-25,Phishing
2019-03-25,Phishing
2019-03-22,Unauthorized Access/Disclosure
2019-03-22,Phishing
2019-03-22,Phishing
2019-03-22,Phishing
2019-03-19,Theft
2019-03-18,Hacking/IT Incident
2019-03-18,Phishing
2019-03-15,Unauthorized Access/Disclosure
2019-03-15,Ransomware
2019-03-15,Phishing
2019-03-14,Unauthorized Access/Disclosure
2019-03-11,Unauthorized Access/Disclosure
2019-03-11,Ransomware
2019-03-09,Phishing
2019-03-08,Unauthorized Access/Disclosure
2019-03-07,Phishing
2019-03-07,Theft
2019-03-06,Hacking/IT Incident
2019-03-06,Phishing
2019-03-06,Ransomware
2019-03-04,Hacking/IT Incident
2019-03-01,Theft
2019-03-01,Ransomware
2019-02-28,Hacking/IT Incident
2019-02-28,Unauthorized Access/Disclosure
2019-02-27,Hacking/IT Incident
2019-02-27,Hacking/IT Incident
2019-02-22,Ransomware
2019-02-22,Ransomware
2019-02-21,Phishing
2019-02-21,Theft
2019-02-20,Phishing
2019-02-20,Unauthorized Access/Disclosure
2019-02-20,Hacking/IT Incident
2019-02-18,Ransomware
2019-02-15,Theft
2019-02-15,Hacking/IT Incident
2019-02-15,Unauthorized Access/Disclosure
2019-02-15,Phishing
2019-02-15,Phishing
2019-02-15,Hacking/IT Incident
2019-02-14,Hacking/IT Incident
2019-02-11,Phishing
2019-02-11,Hacking
2019-02-11,Theft
2019-02-11,Hacking/IT Incident
2019-02-11,Unauthorized Access/Disclosure
2019-02-11,Unauthorized Access/Disclosure
2019-02-08,Hacking/IT Incident
2019-02-08,Hacking/IT Incident
2019-02-05,Hacking/IT Incident
2019-02-04,Phishing
2019-02-04,Phishing
2019-02-04,Ransomware
2019-02-01,Theft
2019-02-01,Malware
2019-01-31,Unauthorized Access/Disclosure
2019-01-30,Theft
2019-01-30,Phishing
2019-01-29,Theft
2019-01-29,Phishing
2019-01-29,Hacking/IT Incident
2019-01-29,Unauthorized Access/Disclosure
2019-01-28,Phishing
2019-01-26,Phishing
2019-01-25,Hacking/IT Incident
2019-01-25,Phishing
2019-01-25,Unauthorized Access/Disclosure
2019-01-25,Unauthorized Access/Disclosure
2019-01-24,Phishing
2019-01-24,Theft
2019-01-23,Malware
2019-01-22,Theft
2019-01-21,Phishing
2019-01-18,Phishing
2019-01-18,Phishing
2019-01-18,Ransomware
2019-01-18,Theft
2019-01-18,Theft
2019-01-18,Unauthorized Access/Disclosure
2019-01-16,Unauthorized Access/Disclosure
2019-01-15,Hacking/IT Incident
2019-01-14,Unauthorized Access/Disclosure
2019-01-10,Phishing
2019-01-09,Unauthorized Access/Disclosure
2019-01-08,Phishing
2019-01-07,Improper Disposal
2019-01-06,Ransomware
2019-01-03,Hacking/IT Incident
2019-01-03,Unauthorized Access/Disclosure
2019-01-03,Phishing
2018-12-31,Theft
2018-12-29,Phishing
2018-12-28,Hacking/IT Incident
2018-12-28,Hacking/IT Incident
2018-12-27,Phishing
2018-12-21,Unauthorized Access/Disclosure
2018-12-21,Hacking/IT Incident
2018-12-21,Unauthorized Access/Disclosure
2018-12-20,Hacking/IT Incident
2018-12-20,Ransomware
2018-12-20,Improper Disposal
2018-12-19,Unauthorized Access/Disclosure
2018-12-19,Hacking/IT Incident
2018-12-18,Hacking/IT Incident
2018-12-18,Hacking/IT Incident
2018-12-17,Phishing
2018-12-17,Hacking
2018-12-16,Theft
2018-12-14,Unauthorized Access/Disclosure
2018-12-13,Unauthorized Access/Disclosure
2018-12-13,Phishing
2018-12-12,Unauthorized Access/Disclosure
2018-12-11,Unauthorized Access/Disclosure
2018-12-11,Phishing
2018-12-08,Improper Disposal
2018-12-04,Unauthorized Access/Disclosure
2018-11-30,Unauthorized Access/Disclosure
2018-11-30,Unauthorized Access/Disclosure
2018-11-30,Hacking/IT Incident
2018-11-30,Hacking/IT Incident
2018-11-30,Unauthorized Access/Disclosure
2018-11-30,Unauthorized Access/Disclosure
2018-11-28,Unauthorized Access/Disclosure
2018-11-28,Ransomware
2018-11-27,Hacking/IT Incident
2018-11-26,Phishing
2018-11-26,Hacking/IT Incident
2018-11-26,Unauthorized Access/Disclosure
2018-11-21,Hacking/IT Incident
2018-11-20,Hacking/IT Incident
2018-11-19,Phishing
2018-11-19,Hacking/IT Incident
2018-11-19,Ransomware
2018-11-17,Phishing
2018-11-16,Hacking/IT Incident
2018-11-16,Phishing
2018-11-16,Hacking/IT Incident
2018-11-16,Phishing
2018-11-13,Unauthorized Access/Disclosure
2018-11-09,Improper Disposal
2018-11-09,Phishing
2018-11-09,Unauthorized Access/Disclosure
2018-11-09,Ransomware
2018-11-07,Unauthorized Access/Disclosure
2018-11-06,Phishing
2018-11-06,Unauthorized Access/Disclosure
2018-11-03,Theft
2018-11-02,Loss
2018-11-02,Loss
2018-11-02,Phishing
2018-11-02,Hacking/IT Incident
2018-11-01,Phishing
2018-10-28,Unauthorized Access/Disclosure
2018-10-26,Theft
2018-10-25,Hacking/IT Incident
2018-10-24,Unauthorized Access/Disclosure
2018-10-23,Phishing
2018-10-22,Unauthorized Access/Disclosure
2018-10-22,Ransomware
2018-10-22,Ransomware
2018-10-17,Phishing
2018-10-17,Unauthorized Access/Disclosure
2018-10-15,Unauthorized Access/Disclosure
2018-10-15,Unauthorized Access/Disclosure
2018-10-15,Unauthorized Access/Disclosure
2018-10-12,Unauthorized Access/Disclosure
2018-10-12,Phishing
2018-10-11,Unauthorized Access/Disclosure
2018-10-11,Unauthorized Access/Disclosure
2018-10-11,Theft
2018-10-11,Theft
2018-10-11,Ransomware
2018-10-10,Theft
2018-10-10,Hacking/IT Incident
2018-10-09,Phishing
2018-10-08,Hacking/IT Incident
2018-10-07,Ransomware
2018-10-07,Ransomware
2018-10-05,Phishing
2018-10-05,Phishing
2018-10-05,Ransomware
2018-10-05,Phishing
2018-10-05,Unauthorized Access/Disclosure
2018-10-03,Malware
2018-10-02,Unauthorized Access/Disclosure
2018-09-28,Theft
2018-09-28,Phishing
2018-09-28,Unauthorized Access/Disclosure
2018-09-26,Unauthorized Access/Disclosure
2018-09-25,Ransomware
2018-09-25,Hacking/IT Incident
2018-09-20,Phishing
2018-09-19,Unauthorized Access/Disclosure
2018-09-18,Theft
2018-09-18,Unauthorized Access/Disclosure
2018-09-17,Unauthorized Access/Disclosure
2018-09-14,Phishing
2018-09-14,Unauthorized Access/Disclosure
2018-09-13,Unauthorized Access/Disclosure
2018-09-13,Unauthorized Access/Disclosure
2018-09-12,Unauthorized Access/Disclosure
2018-09-10,Unauthorized Access/Disclosure
2018-09-07,Phishing
2018-09-07,Unauthorized Access/Disclosure
2018-09-07,Unauthorized Access/Disclosure
2018-09-07,Unauthorized Access/Disclosure
2018-09-07,Phishing
2018-09-05,Ransomware
2018-09-04,Unauthorized Access/Disclosure
2018-09-01,Phishing
2018-08-31,Loss
2018-08-31,Phishing
2018-08-31,Hacking/IT Incident
2018-08-31,Unauthorized Access/Disclosure
2018-08-31,Ransomware
2018-08-30,Ransomware
2018-08-30,Ransomware
2018-08-30,Unauthorized Access/Disclosure
2018-08-28,Improper Disposal
2018-08-27,Unauthorized Access/Disclosure
2018-08-22,Unauthorized Access/Disclosure
2018-08-22,Ransomware
2018-08-20,Malware
2018-08-17,Phishing
2018-08-17,Phishing
2018-08-17,Hacking/IT Incident
2018-08-17,Phishing
2018-08-16,Unauthorized Access/Disclosure
2018-08-16,Phishing
2018-08-16,Phishing
2018-08-10,Theft
2018-08-10,Unauthorized Access/Disclosure
2018-08-09,Theft
2018-08-07,Phishing
2018-08-06,Phishing
2018-08-03,Ransomware
2018-08-03,Unauthorized Access/Disclosure
2018-08-03,Ransomware
2018-08-03,Unauthorized Access/Disclosure
2018-08-01,Loss
2018-08-01,Unauthorized Access/Disclosure
2018-07-30,Improper Disposal
2018-07-30,Hacking/IT Incident
2018-07-27,Phishing
2018-07-27,Theft
2018-07-27,Unauthorized Access/Disclosure
2018-07-20,Phishing
2018-07-20,Phishing
2018-07-20,Phishing
2018-07-20,Phishing
2018-07-20,Hacking/IT Incident
2018-07-20,Unauthorized Access/Disclosure
2018-07-19,Ransomware
2018-07-19,Ransomware
2018-07-17,Hacking/IT Incident
2018-07-16,Phishing
2018-07-16,Unauthorized Access/Disclosure
2018-07-13,Theft
2018-07-13,Phishing
2018-07-13,Loss
2018-07-13,Phishing
2018-07-13,Improper Disposal
2018-07-13,Phishing
2018-07-12,Unauthorized Access/Disclosure
2018-07-10,Hacking/IT Incident
2018-07-10,Unauthorized Access/Disclosure
2018-07-09,Ransomware
2018-07-06,Phishing
2018-07-06,Phishing
2018-07-06,Unauthorized Access/Disclosure
2018-07-05,Phishing
2018-07-03,Unauthorized Access/Disclosure
2018-07-03,Unauthorized Access/Disclosure
2018-07-02,Hacking/IT Incident
2018-06-29,Unauthorized Access/Disclosure
2018-06-29,Phishing
2018-06-29,Unauthorized Access/Disclosure
2018-06-28,Hacking/IT Incident
2018-06-28,Theft
2018-06-27,Hacking/IT Incident
2018-06-25,Unauthorized Access/Disclosure
2018-06-25,Theft
2018-06-25,Phishing
2018-06-22,Phishing
2018-06-22,Unauthorized Access/Disclosure
2018-06-19,Malware
2018-06-19,Unauthorized Access/Disclosure
2018-06-16,Theft
2018-06-15,Unauthorized Access/Disclosure
2018-06-15,Theft
2018-06-15,Unauthorized Access/Disclosure
2018-06-14,Hacking/IT Incident
2018-06-14,Hacking/IT Incident
2018-06-13,Phishing
2018-06-13,Unauthorized Access/Disclosure
2018-06-12,Phishing
2018-06-11,Theft
2018-06-10,Unauthorized Access/Disclosure
2018-06-08,Unauthorized Access/Disclosure
2018-06-08,Phishing
2018-06-07,Hacking/IT Incident
2018-06-07,Unauthorized Access/Disclosure
2018-06-05,Phishing
2018-06-02,Theft
2018-06-01,Phishing
2018-06-01,Unauthorized Access/Disclosure
2018-05-31,Unauthorized Access/Disclosure
2018-05-31,Unauthorized Access/Disclosure
2018-05-30,Unauthorized Access/Disclosure
2018-05-29,Phishing
2018-05-25,Phishing
2018-05-25,Hacking/IT Incident
2018-05-25,Hacking/IT Incident
2018-05-25,Unauthorized Access/Disclosure
2018-05-22,Ransomware
2018-05-22,Unauthorized Access/Disclosure
2018-05-21,Theft
2018-05-21,Hacking/IT Incident
2018-05-18,Hacking
2018-05-18,Unauthorized Access/Disclosure
2018-05-18,Ransomware
2018-05-17,Unauthorized Access/Disclosure
2018-05-15,Malware
2018-05-14,Unauthorized Access/Disclosure
2018-05-14,Unauthorized Access/Disclosure
2018-05-11,Unauthorized Access/Disclosure
2018-05-11,Phishing
2018-05-10,Unauthorized Access/Disclosure
2018-05-10,Unauthorized Access/Disclosure
2018-05-10,Unauthorized Access/Disclosure
2018-05-09,Unauthorized Access/Disclosure
2018-05-09,Phishing
2018-05-08,Phishing
2018-05-08,Phishing
2018-05-08,Unauthorized Access/Disclosure
2018-05-07,Unauthorized Access/Disclosure
2018-05-04,Theft
2018-05-03,Hacking/IT Incident
2018-04-30,Phishing
2018-04-30,Theft
2018-04-30,Unauthorized Access/Disclosure
2018-04-27,Theft
2018-04-27,Phishing
2018-04-27,Phishing
2018-04-27,Unauthorized Access/Disclosure
2018-04-27,Theft
2018-04-27,Theft
2018-04-26,Unauthorized Access/Disclosure
2018-04-26,Phishing
2018-04-26,Unauthorized Access/Disclosure
2018-04-24,Phishing
2018-04-23,Unauthorized Access/Disclosure
2018-04-20,Theft
2018-04-20,Unauthorized Access/Disclosure
2018-04-20,Ransomware
2018-04-18,Hacking/IT Incident
2018-04-17,Unauthorized Access/Disclosure
2018-04-17,Hacking/IT Incident
2018-04-17,Unauthorized Access/Disclosure
2018-04-16,Hacking/IT Incident
2018-04-16,Hacking/IT Incident
2018-04-16,Unauthorized Access/Disclosure
2018-04-13,Hacking/IT Incident
2018-04-13,Unauthorized Access/Disclosure
2018-04-13,Phishing
2018-04-13,Unauthorized Access/Disclosure
2018-04-12,Unauthorized Access/Disclosure
2018-04-11,Hacking/IT Incident
2018-04-10,Loss
2018-04-10,Unauthorized Access/Disclosure
2018-04-10,Unauthorized Access/Disclosure
2018-04-09,Unauthorized Access/Disclosure
2018-04-06,Theft
2018-04-06,Theft
2018-04-06,Theft
2018-04-05,Phishing
2018-04-03,Theft
2018-04-02,Unauthorized Access/Disclosure
2018-04-02,Unauthorized Access/Disclosure
2018-04-02,Theft
2018-03-30,Unauthorized Access/Disclosure
2018-03-30,Phishing
2018-03-30,Theft
2018-03-30,Theft
2018-03-29,Unauthorized Access/Disclosure
2018-03-29,Theft
2018-03-28,Hacking/IT Incident
2018-03-26,Unauthorized Access/Disclosure
2018-03-26,Unauthorized Access/Disclosure
2018-03-26,Unauthorized Access/Disclosure
2018-03-22,Theft
2018-03-21,Loss
2018-03-21,Loss
2018-03-21,Loss
2018-03-21,Loss
2018-03-20,Hacking/IT Incident
2018-03-16,Phishing
2018-03-15,Unauthorized Access/Disclosure
2018-03-15,Unauthorized Access/Disclosure
2018-03-14,Improper Disposal
2018-03-14,Hacking/IT Incident
2018-03-13,Unauthorized Access/Disclosure
2018-03-12,Phishing
2018-03-12,Unauthorized Access/Disclosure
2018-03-12,Unauthorized Access/Disclosure
2018-03-12,Unauthorized Access/Disclosure
2018-03-09,Unauthorized Access/Disclosure
2018-03-09,Theft
2018-03-07,Unauthorized Access/Disclosure
2018-03-07,Unauthorized Access/Disclosure
2018-03-01,Phishing
2018-03-01,Phishing
2018-02-28,Unauthorized Access/Disclosure
2018-02-28,Ransomware
2018-02-28,Improper Disposal
2018-02-27,Hacking/IT Incident
2018-02-27,Hacking/IT Incident
2018-02-27,Unauthorized Access/Disclosure
2018-02-27,Unauthorized Access/Disclosure
2018-02-26,Theft
2018-02-26,Unauthorized Access/Disclosure
2018-02-22,Unauthorized Access/Disclosure
2018-02-21,Unauthorized Access/Disclosure
2018-02-21,Unauthorized Access/Disclosure
2018-02-21,Malware
2018-02-16,Phishing
2018-02-16,Ransomware
2018-02-16,Unauthorized Access/Disclosure
2018-02-05,Malware
2018-02-05,Unauthorized Access/Disclosure
2018-02-05,Loss
2018-02-02,Hacking/IT Incident
2018-02-02,Theft
2018-02-02,Unauthorized Access/Disclosure
2018-02-01,Ransomware
2018-02-01,Phishing
2018-01-31,Phishing
2018-01-29,Unauthorized Access/Disclosure
2018-01-26,Theft
2018-01-26,Hacking/IT Incident
2018-01-25,Improper Disposal
2018-01-25,Theft
2018-01-23,Unauthorized Access/Disclosure
2018-01-22,Unauthorized Access/Disclosure
2018-01-22,Ransomware
2018-01-19,Malware
2018-01-18,Hacking/IT Incident
2018-01-18,Unauthorized Access/Disclosure
2018-01-15,Unauthorized Access/Disclosure
2018-01-12,Improper Disposal
2018-01-12,Unauthorized Access/Disclosure
2018-01-12,Phishing
2018-01-09,Unauthorized Access/Disclosure
2018-01-08,Unauthorized Access/Disclosure
2018-01-08,Loss
2018-01-06,Loss
2018-01-05,Phishing
2018-01-05,Malware
2018-01-02,Theft
2017-12-29,Theft
2017-12-28,Unauthorized Access/Disclosure
2017-12-28,Phishing
2017-12-27,Ransomware
2017-12-27,Malware
2017-12-27,Unauthorized Access/Disclosure
2017-12-26,Unauthorized Access/Disclosure
2017-12-22,Unauthorized Access/Disclosure
2017-12-22,Loss
2017-12-21,Unauthorized Access/Disclosure
2017-12-20,Ransomware
2017-12-20,Hacking
2017-12-19,Unauthorized Access/Disclosure
2017-12-19,Ransomware
2017-12-19,Loss
2017-12-15,Unauthorized Access/Disclosure
2017-12-15,Theft
2017-12-15,Improper Disposal
2017-12-14,Hacking/IT Incident
2017-12-14,Theft
2017-12-14,Hacking/IT Incident
2017-12-12,Phishing
2017-12-12,Hacking/IT Incident
2017-12-11,Unauthorized Access/Disclosure
2017-12-09,Loss
2017-12-08,Unauthorized Access/Disclosure
2017-12-08,Theft
2017-12-08,Unauthorized Access/Disclosure
2017-12-07,Hacking/IT Incident
2017-12-07,Hacking/IT Incident
2017-12-06,Hacking/IT Incident
2017-12-05,Phishing
2017-12-05,Unauthorized Access/Disclosure
2017-12-05,Hacking/IT Incident
2017-12-04,Unauthorized Access/Disclosure
2017-12-01,Phishing
2017-12-01,Phishing
2017-12-01,Theft
2017-12-01,Ransomware
2017-11-28,Ransomware
2017-11-28,Unauthorized Access/Disclosure
2017-11-27,Loss
2017-11-27,Hacking/IT Incident
2017-11-22,Theft
2017-11-21,Phishing
2017-11-21,Unauthorized Access/Disclosure
2017-11-17,Phishing
2017-11-17,Theft
2017-11-17,Phishing
2017-11-16,Theft
2017-11-16,Unauthorized Access/Disclosure
2017-11-15,Phishing
2017-11-14,Ransomware
2017-11-13,Improper Disposal
2017-11-10,Unauthorized Access/Disclosure
2017-11-10,Theft
2017-11-08,Theft
2017-11-08,Unauthorized Access/Disclosure
2017-11-03,Improper Disposal
2017-11-03,Unauthorized Access/Disclosure
2017-11-03,Improper Disposal
2017-10-31,Ransomware
2017-10-27,Unauthorized Access/Disclosure
2017-10-27,Unauthorized Access/Disclosure
2017-10-27,Hacking/IT Incident
2017-10-27,Unauthorized Access/Disclosure
2017-10-26,Unauthorized Access/Disclosure
2017-10-25,Phishing
2017-10-24,Unauthorized Access/Disclosure
2017-10-24,Theft
2017-10-23,Unauthorized Access/Disclosure
2017-10-21,Malware
2017-10-20,Unauthorized Access/Disclosure
2017-10-20,Loss
2017-10-20,Hacking/IT Incident
2017-10-19,Phishing
2017-10-19,Theft
2017-10-17,Unauthorized Access/Disclosure
2017-10-16,Unauthorized Access/Disclosure
2017-10-13,Theft
2017-10-13,Theft
2017-10-12,Ransomware
2017-10-12,Unauthorized Access/Disclosure
2017-10-09,Phishing
2017-10-09,Unauthorized Access/Disclosure
2017-10-06,Hacking/IT Incident
2017-10-03,Phishing
2017-10-02,Unauthorized Access/Disclosure
2017-09-29,Unauthorized Access/Disclosure
2017-09-29,Malware
2017-09-28,Unauthorized Access/Disclosure
2017-09-27,Hacking/IT Incident
2017-09-26,Unauthorized Access/Disclosure
2017-09-26,Hacking/IT Incident
2017-09-25,Unauthorized Access/Disclosure
2017-09-24,Ransomware
2017-09-22,Unauthorized Access/Disclosure
2017-09-20,Loss
2017-09-20,Theft
2017-09-19,Unauthorized Access/Disclosure
2017-09-18,Unauthorized Access/Disclosure
2017-09-18,Theft
2017-09-18,Ransomware
2017-09-16,Unauthorized Access/Disclosure
2017-09-15,Phishing
2017-09-15,Unauthorized Access/Disclosure
2017-09-15,Unauthorized Access/Disclosure
2017-09-15,Phishing
2017-09-15,Phishing
2017-09-13,Unauthorized Access/Disclosure
2017-09-12,Theft
2017-09-11,Phishing
2017-09-08,Hacking/IT Incident
2017-09-08,Phishing
2017-09-08,Unauthorized Access/Disclosure
2017-09-08,Unauthorized Access/Disclosure
2017-09-07,Unauthorized Access/Disclosure
2017-09-07,Unauthorized Access/Disclosure
2017-09-07,Phishing
2017-09-05,Phishing
2017-09-05,Hacking/IT Incident
2017-09-02,Hacking/IT Incident
2017-09-01,Malware
2017-09-01,Hacking/IT Incident
2017-09-01,Hacking/IT Incident
2017-09-01,Hacking/IT Incident
2017-09-01,Unauthorized Access/Disclosure
2017-09-01,Unauthorized Access/Disclosure
2017-08-30,Loss
2017-08-29,Unauthorized Access/Disclosure
2017-08-29,Ransomware
2017-08-28,Ransomware
2017-08-25,Phishing
2017-08-24,Hacking/IT Incident
2017-08-22,Hacking/IT Incident
2017-08-21,Hacking/IT Incident
2017-08-18,Hacking/IT Incident
2017-08-18,Hacking/IT Incident
2017-08-18,Theft
2017-08-16,Loss
2017-08-16,Ransomware
2017-08-15,Loss
2017-08-14,Phishing
2017-08-11,Phishing
2017-08-11,Unauthorized Access/Disclosure
2017-08-11,Unauthorized Access/Disclosure
2017-08-10,Malware
2017-08-10,Unauthorized Access/Disclosure
2017-08-09,Ransomware
2017-08-08,Phishing
2017-08-05,Ransomware
2017-08-05,Phishing
2017-08-03,Phishing
2017-08-03,Theft
2017-08-02,Ransomware
2017-08-01,Unauthorized Access/Disclosure
2017-08-01,Ransomware
2017-07-31,Ransomware
2017-07-28,Unauthorized Access/Disclosure
2017-07-27,Hacking/IT Incident
2017-07-27,Unauthorized Access/Disclosure
2017-07-27,Hacking/IT Incident
2017-07-24,Unauthorized Access/Disclosure
2017-07-21,Unauthorized Access/Disclosure
2017-07-21,Phishing
2017-07-21,Phishing
2017-07-21,Unauthorized Access/Disclosure
2017-07-21,Phishing
2017-07-20,Theft
2017-07-19,Phishing
2017-07-19,Theft
2017-07-15,Ransomware
2017-07-14,Unauthorized Access/Disclosure
2017-07-13,Theft
2017-07-13,Hacking/IT Incident
2017-07-11,Unauthorized Access/Disclosure
2017-07-10,Phishing
2017-07-10,Ransomware
2017-07-09,Phishing
2017-07-09,Ransomware
2017-07-07,Ransomware
2017-07-07,Unauthorized Access/Disclosure
2017-07-07,Hacking/IT Incident
2017-07-06,Phishing
2017-07-05,Ransomware
2017-07-05,Malware
2017-07-03,Ransomware
2017-07-03,Unauthorized Access/Disclosure
2017-06-30,Unauthorized Access/Disclosure
2017-06-30,Hacking/IT Incident
2017-06-30,Loss
2017-06-30,Phishing
2017-06-30,Theft
2017-06-29,Hacking/IT Incident
2017-06-29,Theft
2017-06-28,Hacking/IT Incident
2017-06-27,Unauthorized Access/Disclosure
2017-06-27,Ransomware
2017-06-26,Theft
2017-06-23,Unauthorized Access/Disclosure
2017-06-23,Unauthorized Access/Disclosure
2017-06-22,Malware
2017-06-22,Improper Disposal
2017-06-22,Unauthorized Access/Disclosure
2017-06-21,Ransomware
2017-06-20,Unauthorized Access/Disclosure
2017-06-20,Hacking/IT Incident
2017-06-20,Malware
2017-06-19,Ransomware
2017-06-19,Phishing
2017-06-16,Theft
2017-06-16,Unauthorized Access/Disclosure
2017-06-16,Ransomware
2017-06-15,Improper Disposal
2017-06-14,Theft
2017-06-12,Ransomware
2017-06-09,Theft
2017-06-08,Loss
2017-06-07,Theft
2017-06-06,Theft
2017-06-05,Unauthorized Access/Disclosure
2017-06-01,Improper Disposal
2017-06-01,Theft
2017-05-31,Theft
2017-05-30,Unauthorized Access/Disclosure
2017-05-26,Loss
2017-05-26,Hacking/IT Incident
2017-05-26,Unauthorized Access/Disclosure
