uniqser,Date,RansomWare,Malware,DoS,Hacking,Impersonation,Phishing,UnauthorisedAccess,UnauthorisedAccessExternal,Other,UnauthorisedAccessTudents,MiTM,AccountTakeOver
3081,2018-01-01 00:00:00,,,,,,,,,,,,
3082,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
3083,2018-01-01 00:00:00,,,Denial of service attacks,,,,,,,,,
3084,2018-01-01 00:00:00,,,,,,,,,,,,
3085,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3086,2018-01-01 00:00:00,,,,,,,,,,,,
3087,2018-01-01 00:00:00,,,,,,,,,,,,
3088,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3089,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
3090,2018-01-01 00:00:00,,,,,,,,,,,,
3091,2018-01-01 00:00:00,,,,,,,,,,,,
3092,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3093,2018-01-01 00:00:00,,,,,,,,,,,,
3094,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3095,2018-01-01 00:00:00,,,,,,,,,,,,
3096,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3097,2018-01-01 00:00:00,,,,,,,,,,,,
3098,2018-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3099,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3100,2018-01-01 00:00:00,,,,,,,,,,,,
3101,2018-01-01 00:00:00,,,,,,,,,,,,
3102,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
3103,2018-01-01 00:00:00,,,,,,,,,,,,
3104,2018-01-01 00:00:00,,,,,,,,,,,,
3105,2018-01-01 00:00:00,,,,,,,,,,,,
3106,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3107,2018-01-01 00:00:00,,,,,,,,,,,,
3108,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3109,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3110,2018-01-01 00:00:00,,,,,,,,,,,,
3111,2018-01-01 00:00:00,,,,,,,,,,,,
3112,2018-01-01 00:00:00,,,,,,,,,,,,
3113,2018-01-01 00:00:00,,,,,,,,,,,,
3114,2018-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
3115,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3116,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3117,2018-01-01 00:00:00,,,,,,,,,,,,
3118,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3119,2018-01-01 00:00:00,,,,,,,,,,,,
3120,2018-01-01 00:00:00,,,,,,,,,,,,
3121,2018-01-01 00:00:00,,,,,,,,,,,,
3122,2018-01-01 00:00:00,,,,,,,,,,,,
3123,2018-01-01 00:00:00,,,,,,,,,,,,
3124,2018-01-01 00:00:00,,,,,,,,,,,,
3125,2018-01-01 00:00:00,,,,,,,,,,,,
3126,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3127,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3128,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3129,2018-01-01 00:00:00,,,,,,,,,,,,
3130,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3131,2018-01-01 00:00:00,,,,,,,,,,,,
3132,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
3133,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
3134,2018-01-01 00:00:00,,,,,,,,,,,,
3135,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3136,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3137,2018-01-01 00:00:00,,,,,,,,,,,,
3138,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3139,2018-01-01 00:00:00,,,,,,,,,,,,
3140,2018-01-01 00:00:00,,,,,,,,,,,,
3141,2018-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3142,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3143,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3144,2018-01-01 00:00:00,,,,,,,,,,,,
3145,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3146,2018-01-01 00:00:00,,,,,,,,,,,,
3147,2018-01-01 00:00:00,,,,,,,,,,,,
3148,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3149,2018-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
3150,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3151,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3152,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3153,2018-01-01 00:00:00,,,,,,,,,,,,
3154,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3155,2018-01-01 00:00:00,,,,,,,,,,,,
3156,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3157,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3158,2018-01-01 00:00:00,,,,,,,,,,,,
3159,2018-01-01 00:00:00,,,,,,,,,,,,
3160,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3161,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3162,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,,
3163,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
3164,2018-01-01 00:00:00,,,,,,,,,,,,
3165,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3166,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
3167,2018-01-01 00:00:00,,,,,,,,,,,,
3168,2018-01-01 00:00:00,,,,,,,,,,,,
3169,2018-01-01 00:00:00,,,,,,,,,,,,
3170,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3171,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
3172,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3173,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3174,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3175,2018-01-01 00:00:00,,,,,,,,,,,,
3176,2018-01-01 00:00:00,,,,,,,,,,,,
3177,2018-01-01 00:00:00,,,,,,,,,,,,
3178,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3179,2018-01-01 00:00:00,,,,,,,,,,,,
3180,2018-01-01 00:00:00,,,,,,,,,,,,
3181,2018-01-01 00:00:00,,,,,,,,,,,,
3182,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3183,2018-01-01 00:00:00,,,,,,,,,,,,
3184,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3185,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3186,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3187,2018-01-01 00:00:00,,,,,,,,,,,,
3188,2018-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3189,2018-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3190,2018-01-01 00:00:00,,,,,,,,,,,,
3191,2018-01-01 00:00:00,,,,,,,,,,,,
3192,2018-01-01 00:00:00,,,,,,,,,,,,
3193,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3194,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3195,2018-01-01 00:00:00,,,,,,,,,,,,
3196,2018-01-01 00:00:00,,,,,,,,,,,,
3197,2018-01-01 00:00:00,,,,,,,,,,,,
3198,2018-01-01 00:00:00,,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
3199,2018-01-01 00:00:00,,,,,,,,,,,,
3200,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3201,2018-01-01 00:00:00,,,,,,,,,,,,
3202,2018-01-01 00:00:00,,,,,,,,,,,,
3203,2018-01-01 00:00:00,,,,,,,,,,,,
3204,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3205,2018-01-01 00:00:00,,,,,,,,,,,,
3206,2018-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
3207,2018-01-01 00:00:00,,,,,,,,,,,,
3208,2018-01-01 00:00:00,,,,,,,,,,,,
3209,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3210,2018-01-01 00:00:00,,,,,,,,,,,,
3211,2018-01-01 00:00:00,,,,,,,,,,,,
3212,2018-01-01 00:00:00,,,,,,,,,,,,
3213,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3214,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
3215,2018-01-01 00:00:00,,,,,,,,,,,,
3216,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3217,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3218,2018-01-01 00:00:00,,,,,,,,,,,,
3219,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3220,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3221,2018-01-01 00:00:00,,,,,,,,,,,,
3222,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
3223,2018-01-01 00:00:00,,,,,,,,,,,,
3224,2018-01-01 00:00:00,,,,,,,,,,,,
3225,2018-01-01 00:00:00,,,,,,,,,,,,
3226,2018-01-01 00:00:00,,,,,,,,,,,,
3227,2018-01-01 00:00:00,,,,,,,,,,,,
3228,2018-01-01 00:00:00,,,,,,,,,,,,
3229,2018-01-01 00:00:00,,,,,,,,,,,,
3230,2018-01-01 00:00:00,,,,,,,,,,,,
3231,2018-01-01 00:00:00,,,,,,,,,,,,
3232,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3233,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3234,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
3235,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3236,2018-01-01 00:00:00,,,,,,,,,,,,
3237,2018-01-01 00:00:00,,,,,,,,,,,,
3238,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3239,2018-01-01 00:00:00,,,,,,,,,,,,
3240,2018-01-01 00:00:00,,,,,,,,,,,,
3241,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3242,2018-01-01 00:00:00,,,,,,,,,,,,
3243,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,,,,
3244,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3245,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3246,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3247,2018-01-01 00:00:00,,,,,,,,,,,,
3248,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3249,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,,,,
3250,2018-01-01 00:00:00,,,,,,,,,,,,
3251,2018-01-01 00:00:00,,,,,,,,,,,,
3252,2018-01-01 00:00:00,,,,,,,,,,,,
3253,2018-01-01 00:00:00,,,,,,,,,,,,
3254,2018-01-01 00:00:00,,,,,,,,,,,,
3255,2018-01-01 00:00:00,,,,,,,,,,,,
3256,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3257,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3258,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
3259,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3260,2018-01-01 00:00:00,,,,,,,,,,,,
3261,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3262,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3263,2018-01-01 00:00:00,,,,,,,,,,,,
3264,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3265,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3266,2018-01-01 00:00:00,,,,,,,,,,,,
3267,2018-01-01 00:00:00,,,,,,,,,,,,
3268,2018-01-01 00:00:00,,,,,,,,,,,,
3269,2018-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,,,,,,,,
3270,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3271,2018-01-01 00:00:00,,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3272,2018-01-01 00:00:00,,,,,,,,,,,,
3273,2018-01-01 00:00:00,,,,,,,,,,,,
3274,2018-01-01 00:00:00,,,,,,,,,,,,
3275,2018-01-01 00:00:00,,,,,,,,,,,,
3276,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3277,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3278,2018-01-01 00:00:00,,,,,,,,,,,,
3279,2018-01-01 00:00:00,,,,,,,,,,,,
3280,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3281,2018-01-01 00:00:00,,,,,,,,,,,,
3282,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3283,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3284,2018-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3285,2018-01-01 00:00:00,,,,,,,,,,,,
3286,2018-01-01 00:00:00,,,,,,,,,,,,
3287,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3288,2018-01-01 00:00:00,,,,,,,,,,,,
3289,2018-01-01 00:00:00,,,,,,,,,,,,
3290,2018-01-01 00:00:00,,,,,,,,,,,,
3291,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3292,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3293,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3294,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3295,2018-01-01 00:00:00,,,,,,,,,,,,
3296,2018-01-01 00:00:00,,,,,,,,,,,,
3297,2018-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
3298,2018-01-01 00:00:00,,,,,,,,,,,,
3299,2018-01-01 00:00:00,,,,,,,,,,,,
3300,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3301,2018-01-01 00:00:00,,,,,,,,,,,,
3302,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3303,2018-01-01 00:00:00,,,,,,,,,,,,
3304,2018-01-01 00:00:00,,,,,,,,,,,,
3305,2018-01-01 00:00:00,,,,,,,,,,,,
3306,2018-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
3307,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3308,2018-01-01 00:00:00,,,,,,,,,,,,
3309,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3310,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3311,2018-01-01 00:00:00,,,,,,,,,,,,
3312,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3313,2018-01-01 00:00:00,,,,,,,,,,,,
3314,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
3315,2018-01-01 00:00:00,,,,,,,,,,,,
3316,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,,,
3317,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3318,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3319,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3320,2018-01-01 00:00:00,,,,,,,,,,,,
3321,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3322,2018-01-01 00:00:00,,,,,,,,,,,,
3323,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3324,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3325,2018-01-01 00:00:00,,,,,,,,,,,,
3326,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3327,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3328,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3329,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3330,2018-01-01 00:00:00,,,,,,,,,,,,
3331,2018-01-01 00:00:00,,,,,,,,,,,,
3332,2018-01-01 00:00:00,,,,,,,,,,,,
3333,2018-01-01 00:00:00,,,,,,,,,,,,
3334,2018-01-01 00:00:00,,,,,,,,,,,,
3335,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3336,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3337,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3338,2018-01-01 00:00:00,,,,,,,,,,,,
3339,2018-01-01 00:00:00,,,,,,,,,,,,
3340,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3341,2018-01-01 00:00:00,,,,,,,,,,,,
3342,2018-01-01 00:00:00,,,,,,,,,,,,
3343,2018-01-01 00:00:00,,,,,,,,,,,,
3344,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3345,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3346,2018-01-01 00:00:00,,,,,,,,,,,,
3347,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
3348,2018-01-01 00:00:00,,,,,,,,,,,,
3349,2018-01-01 00:00:00,,,,,,,,,,,,
3350,2018-01-01 00:00:00,,,,,,,,,,,,
3351,2018-01-01 00:00:00,,,,,,,,,,,,
3352,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3353,2018-01-01 00:00:00,,,,,,,,,,,,
3354,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3355,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3356,2018-01-01 00:00:00,,,,,,,,,,,,
3357,2018-01-01 00:00:00,,,,,,,,,,,,
3358,2018-01-01 00:00:00,,,,,,,,,,,,
3359,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3360,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3361,2018-01-01 00:00:00,,,,,,,,,,,,
3362,2018-01-01 00:00:00,,,,,,,,,,,,
3363,2018-01-01 00:00:00,,,,,,,,,,,,
3364,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
3365,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,,,,,,,
3366,2018-01-01 00:00:00,,,,,,,,,,,,
3367,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
3368,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3369,2018-01-01 00:00:00,,,,,,,,,,,,
3370,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
3371,2018-01-01 00:00:00,,,,,,,,,,,,
3372,2018-01-01 00:00:00,,,,,,,,,,,,
3373,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3374,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3375,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3376,2018-01-01 00:00:00,,,,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3377,2018-01-01 00:00:00,,,,,,,,,,,,
3378,2018-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
3379,2018-01-01 00:00:00,,,,,,,,,,,,
3380,2018-01-01 00:00:00,,,,,,,,,,,,
3381,2018-01-01 00:00:00,,,,,,,,,,,,
3382,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3383,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3384,2018-01-01 00:00:00,,,,,,,,,,,,
3385,2018-01-01 00:00:00,,,,,,,,,,,,
3386,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
3387,2018-01-01 00:00:00,,,,,,,,,,,,
3388,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3389,2018-01-01 00:00:00,,,,,,,,,,,,
3390,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3391,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3392,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3393,2018-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
3394,2018-01-01 00:00:00,,,,,,,,,,,,
3395,2018-01-01 00:00:00,,,,,,,,,,,,
3396,2018-01-01 00:00:00,,,,,,,,,,,,
3397,2018-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3398,2018-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3399,2018-01-01 00:00:00,,,,,,,,,,,,
3400,2018-01-01 00:00:00,,,,,,,,,,,,
3401,2018-01-01 00:00:00,,,,,,,,,,,,
3402,2018-01-01 00:00:00,,,,,,,,,,,,
3403,2018-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3404,2018-01-01 00:00:00,,,Denial of service attacks,,,,,,,,,
3405,2018-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
3406,2018-01-01 00:00:00,,,,,,,,,,,,
3407,2018-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
3408,2018-01-01 00:00:00,,,,,,,,,,,,
